WAFER_ID,WAFER_SEQ,CHAMBER,STAGE,USAGE_OF_POLISHING_TABLE,USAGE_OF_DRESSER,PAD_GROOVE_DEPTH_UM,PRESS_DOWNFORCE_Z1,PRESS_DOWNFORCE_Z2,PRESS_DOWNFORCE_Z3,PRESS_RETAINING_RING,ROTATION_TABLE_RPM,ROTATION_HEAD_RPM,FLOW_RATE_SLURRY,CURRENT_TABLE_MOTOR,TEMP_PAD,CONDITIONER_DOWNFORCE,RemovalRate,IS_SYNTHETIC
W3_0339,339,Chamber 3,Stage A,339,53.9,640.9,3.822,3.697,3.649,5.254,91.5,86.21,219.35,19.25,41.16,8.61,2090.4,True
W3_0340,340,Chamber 3,Stage B,340,54.0,635.8,2.424,2.334,2.305,3.231,65.32,60.48,159.78,16.26,32.58,8.73,927.7,True
W3_0341,341,Chamber 3,Stage A,341,54.1,633.1,3.828,3.688,3.668,5.076,92.33,86.01,222.67,19.2,41.85,8.67,2047.4,True
W3_0342,342,Chamber 3,Stage A,342,54.2,634.6,3.737,3.691,3.65,5.102,91.93,86.2,219.39,18.93,40.43,8.33,2060.4,True
W3_0343,343,Chamber 3,Stage A,343,54.3,634.7,3.853,3.767,3.631,5.074,91.98,86.46,219.02,19.12,41.19,8.64,2083.6,True
W3_0344,344,Chamber 3,Stage B,344,54.4,634.4,2.379,2.341,2.302,3.162,65.31,59.81,154.43,16.12,32.39,8.5,906.6,True
W3_0345,345,Chamber 3,Stage A,345,54.5,632.2,3.78,3.701,3.663,5.078,91.42,86.69,221.16,19.08,40.94,8.46,2035.0,True
W3_0346,346,Chamber 3,Stage A,346,54.6,627.0,3.785,3.718,3.653,5.13,92.29,86.19,216.98,18.88,41.26,8.3,2047.8,True
W3_0347,347,Chamber 3,Stage A,347,54.7,633.2,3.783,3.729,3.69,5.153,91.68,87.1,220.16,19.35,41.29,8.41,2047.6,True
W3_0348,348,Chamber 3,Stage B,348,54.8,628.2,2.406,2.391,2.361,3.183,65.51,59.44,157.91,16.26,32.21,8.38,938.5,True
W3_0349,349,Chamber 3,Stage A,349,54.9,624.3,3.82,3.757,3.703,5.129,91.79,86.25,217.71,19.03,41.28,8.4,2040.0,True
W3_0350,350,Chamber 3,Stage A,350,55.0,626.7,3.834,3.758,3.651,5.23,91.96,85.94,214.87,19.03,41.67,8.43,2059.4,True
W3_0351,351,Chamber 3,Stage A,351,55.1,619.4,3.8,3.656,3.655,5.168,91.62,85.9,217.69,19.22,41.03,8.11,2035.9,True
W3_0352,352,Chamber 3,Stage B,352,55.2,617.6,2.398,2.369,2.333,3.256,65.44,59.88,158.01,16.11,31.74,8.49,934.8,True
W3_0353,353,Chamber 3,Stage A,353,55.3,618.7,3.795,3.713,3.694,5.193,91.51,85.79,221.7,18.91,40.41,8.59,2025.6,True
W3_0354,354,Chamber 3,Stage A,354,55.4,616.6,3.851,3.703,3.617,5.125,92.41,85.42,222.91,18.97,40.03,8.47,2030.2,True
W3_0355,355,Chamber 3,Stage A,355,55.5,614.9,3.773,3.714,3.633,5.125,91.73,85.39,225.46,18.76,40.16,8.3,2015.7,True
W3_0356,356,Chamber 3,Stage B,356,55.6,611.8,2.438,2.364,2.3,3.193,65.6,60.37,157.51,16.33,32.02,8.51,942.0,True
W3_0357,357,Chamber 3,Stage A,357,55.7,610.4,3.792,3.769,3.676,5.134,91.35,86.14,221.4,19.0,40.77,8.09,2020.5,True
W3_0358,358,Chamber 3,Stage A,358,55.8,601.1,3.842,3.711,3.677,5.09,92.3,86.0,220.7,18.94,40.33,8.5,2046.6,True
W3_0359,359,Chamber 3,Stage A,359,55.9,611.7,3.784,3.722,3.623,5.095,92.11,86.4,218.08,18.9,39.75,8.41,2036.2,True
W3_0360,360,Chamber 3,Stage B,360,56.0,603.3,2.374,2.314,2.305,3.281,65.06,60.12,162.28,16.16,32.39,8.39,889.0,True
W3_0361,361,Chamber 3,Stage A,361,56.1,610.4,3.772,3.735,3.621,5.144,91.71,85.15,220.61,18.9,40.56,8.52,2007.1,True
W3_0362,362,Chamber 3,Stage A,362,56.2,603.0,3.8,3.737,3.638,5.053,92.39,86.36,221.42,19.22,41.29,8.47,2043.6,True
W3_0363,363,Chamber 3,Stage A,363,56.3,595.2,3.761,3.729,3.656,5.165,92.54,85.96,224.2,18.83,40.65,8.24,2016.3,True
W3_0364,364,Chamber 3,Stage B,364,56.4,605.3,2.395,2.353,2.338,3.165,65.36,60.04,162.06,16.02,31.45,8.44,924.8,True
W3_0365,365,Chamber 3,Stage A,365,56.5,596.1,3.783,3.743,3.602,5.139,92.27,85.42,219.59,18.65,40.01,8.61,2013.5,True
W3_0366,366,Chamber 3,Stage A,366,56.6,590.2,3.748,3.74,3.646,5.132,92.44,86.3,223.84,18.93,40.43,8.52,2029.2,True
W3_0367,367,Chamber 3,Stage A,367,56.7,601.6,3.8,3.772,3.641,5.177,92.2,86.38,218.38,18.97,40.37,8.38,2027.0,True
W3_0368,368,Chamber 3,Stage B,368,56.8,594.1,2.412,2.371,2.339,3.192,64.93,60.97,159.84,16.32,31.79,8.67,923.8,True
W3_0369,369,Chamber 3,Stage A,369,56.9,593.5,3.777,3.69,3.634,5.125,92.47,86.73,222.79,18.87,40.23,8.63,1997.9,True
W3_0370,370,Chamber 3,Stage A,370,57.0,590.0,3.822,3.74,3.679,5.085,92.37,85.72,218.12,19.13,41.38,8.58,2022.5,True
W3_0371,371,Chamber 3,Stage A,371,57.1,589.3,3.766,3.687,3.646,5.134,92.0,86.27,219.57,18.92,41.11,8.58,2028.0,True
W3_0372,372,Chamber 3,Stage B,372,57.2,585.6,2.394,2.325,2.261,3.19,64.65,60.16,158.95,16.44,32.04,8.53,875.7,True
W3_0373,373,Chamber 3,Stage A,373,57.3,590.5,3.784,3.752,3.581,5.058,91.96,86.62,220.45,18.75,40.73,8.3,1981.3,True
W3_0374,374,Chamber 3,Stage A,374,57.4,581.0,3.83,3.762,3.619,5.054,92.05,86.13,220.73,18.67,40.39,8.72,2019.0,True
W3_0375,375,Chamber 3,Stage A,375,57.5,575.3,3.776,3.706,3.605,5.132,91.69,86.31,221.28,19.09,40.83,8.75,1971.0,True
W3_0376,376,Chamber 3,Stage B,376,57.6,573.8,2.406,2.309,2.378,3.313,65.87,60.02,161.1,16.01,31.81,8.43,900.2,True
W3_0377,377,Chamber 3,Stage A,377,57.7,579.8,3.844,3.778,3.606,5.195,92.38,85.37,219.22,19.04,40.62,8.41,1988.7,True
W3_0378,378,Chamber 3,Stage A,378,57.8,576.9,3.793,3.708,3.642,5.232,91.83,85.58,221.17,18.72,40.74,8.48,1973.1,True
W3_0379,379,Chamber 3,Stage A,379,57.9,568.9,3.852,3.674,3.656,5.234,92.05,85.51,218.76,19.17,40.99,8.53,1963.4,True
W3_0380,380,Chamber 3,Stage B,380,58.0,575.2,2.386,2.395,2.306,3.254,65.11,60.44,158.78,16.09,32.46,8.6,891.9,True
W3_0381,381,Chamber 3,Stage A,381,58.1,572.1,3.802,3.734,3.655,5.075,92.65,86.36,222.72,19.13,40.96,8.42,2016.4,True
W3_0382,382,Chamber 3,Stage A,382,58.2,572.2,3.754,3.777,3.665,5.1,92.16,85.4,222.11,19.02,40.63,8.28,1984.0,True
W3_0383,383,Chamber 3,Stage A,383,58.3,566.8,3.799,3.723,3.651,5.121,91.33,85.69,220.49,18.8,40.39,8.46,1962.3,True
W3_0384,384,Chamber 3,Stage B,384,58.4,567.4,2.4,2.364,2.299,3.189,64.44,61.04,157.74,16.28,32.15,8.42,891.1,True
W3_0385,385,Chamber 3,Stage A,385,58.5,561.2,3.802,3.715,3.655,5.183,91.99,85.99,222.14,19.2,40.65,8.64,1985.9,True
W3_0386,386,Chamber 3,Stage A,386,58.6,565.7,3.808,3.756,3.623,5.152,92.35,85.57,219.72,18.83,40.08,8.55,1988.4,True
W3_0387,387,Chamber 3,Stage A,387,58.7,560.1,3.774,3.744,3.623,5.049,91.85,86.45,221.31,18.89,40.32,8.5,1954.6,True
W3_0388,388,Chamber 3,Stage B,388,58.8,561.6,2.394,2.311,2.279,3.261,65.0,59.88,158.18,16.07,31.79,8.74,881.8,True
W3_0389,389,Chamber 3,Stage A,389,58.9,562.5,3.759,3.724,3.684,5.218,91.95,86.02,224.42,18.95,40.18,8.67,1953.2,True
W3_0390,390,Chamber 3,Stage A,390,59.0,559.9,3.81,3.74,3.64,5.099,92.58,85.9,219.18,18.91,40.42,8.49,1966.4,True
W3_0391,391,Chamber 3,Stage A,391,59.1,560.4,3.773,3.671,3.589,5.056,92.54,86.01,221.0,18.99,40.44,8.58,1950.1,True
W3_0392,392,Chamber 3,Stage B,392,59.2,553.3,2.419,2.333,2.289,3.204,65.49,59.84,158.4,16.37,31.99,8.55,901.8,True
W3_0393,393,Chamber 3,Stage A,393,59.3,555.5,3.758,3.709,3.669,5.071,92.86,86.01,220.1,19.2,40.43,8.4,1984.8,True
W3_0394,394,Chamber 3,Stage A,394,59.4,546.1,3.758,3.73,3.684,5.16,91.6,85.74,219.1,19.13,40.47,8.41,1933.2,True
W3_0395,395,Chamber 3,Stage A,395,59.5,550.8,3.74,3.708,3.693,5.143,91.52,86.41,222.46,19.19,41.47,8.52,1940.1,True
W3_0396,396,Chamber 3,Stage B,396,59.6,547.7,2.407,2.368,2.283,3.246,64.67,59.14,162.0,16.2,31.96,8.27,872.8,True
W3_0397,397,Chamber 3,Stage A,397,59.7,548.6,3.814,3.746,3.7,5.142,92.03,85.64,220.87,18.89,40.74,8.6,1975.9,True
W3_0398,398,Chamber 3,Stage A,398,59.8,548.7,3.827,3.728,3.617,5.099,92.24,86.98,219.32,18.81,40.16,8.57,1933.2,True
W3_0399,399,Chamber 3,Stage A,399,59.9,534.0,3.733,3.716,3.613,5.086,92.55,86.08,218.07,18.81,40.16,8.41,1966.4,True
W3_0400,400,Chamber 3,Stage B,400,60.0,545.9,2.399,2.343,2.332,3.258,65.24,60.14,158.14,16.35,32.33,8.68,891.8,True
W3_0401,401,Chamber 3,Stage A,401,60.1,532.8,3.811,3.717,3.648,5.129,91.79,86.65,220.59,18.85,41.61,8.51,1939.6,True
W3_0402,402,Chamber 3,Stage A,402,60.2,536.1,3.793,3.731,3.634,5.103,92.06,85.8,220.62,19.08,41.0,8.67,1945.5,True
W3_0403,403,Chamber 3,Stage A,403,60.3,533.5,3.777,3.712,3.632,5.167,92.14,86.28,217.68,18.8,40.01,8.71,1975.2,True
W3_0404,404,Chamber 3,Stage B,404,60.4,532.8,2.39,2.346,2.3,3.201,65.06,60.43,160.63,16.16,31.67,8.33,898.5,True
W3_0405,405,Chamber 3,Stage A,405,60.5,530.3,3.797,3.777,3.674,5.159,92.78,86.2,216.03,18.61,40.27,8.62,1954.8,True
W3_0406,406,Chamber 3,Stage A,406,60.6,529.8,3.777,3.714,3.679,5.094,92.22,85.61,219.62,18.83,39.74,8.55,1951.6,True
W3_0407,407,Chamber 3,Stage A,407,60.7,534.2,3.786,3.729,3.65,5.142,90.99,85.57,218.31,18.9,40.62,8.52,1898.8,True
W3_0408,408,Chamber 3,Stage B,408,60.8,526.6,2.438,2.314,2.314,3.21,65.06,60.42,164.26,16.21,31.85,8.61,899.7,True
W3_0409,409,Chamber 3,Stage A,409,60.9,520.6,3.773,3.675,3.663,5.142,91.74,86.41,219.16,18.89,40.31,8.48,1939.7,True
W3_0410,410,Chamber 3,Stage A,410,61.0,525.4,3.815,3.729,3.653,5.174,92.02,86.19,221.43,18.93,40.57,8.42,1931.2,True
W3_0411,411,Chamber 3,Stage A,411,61.1,520.7,3.802,3.736,3.647,5.05,92.01,86.03,220.49,18.73,40.27,8.41,1932.8,True
W3_0412,412,Chamber 3,Stage B,412,61.2,528.0,2.4,2.339,2.275,3.264,64.76,60.07,160.82,16.04,32.35,8.41,874.3,True
W3_0413,413,Chamber 3,Stage A,413,61.3,515.3,3.824,3.715,3.646,5.088,92.35,86.23,218.97,18.77,40.36,8.34,1935.0,True
W3_0414,414,Chamber 3,Stage A,414,61.4,516.5,3.756,3.753,3.649,5.175,91.85,85.91,221.43,19.02,40.61,8.61,1933.9,True
W3_0415,415,Chamber 3,Stage A,415,61.5,515.8,3.785,3.764,3.628,5.161,91.98,85.26,222.26,18.7,39.86,8.09,1903.7,True
W3_0416,416,Chamber 3,Stage B,416,61.6,512.7,2.324,2.373,2.311,3.238,65.01,60.2,159.94,16.13,32.52,8.22,858.3,True
W3_0417,417,Chamber 3,Stage A,417,61.7,511.2,3.832,3.659,3.633,5.042,91.89,85.81,220.16,18.81,40.28,8.41,1913.4,True
W3_0418,418,Chamber 3,Stage A,418,61.8,509.1,3.783,3.72,3.663,5.021,92.16,86.12,220.12,18.77,39.42,8.48,1916.0,True
W3_0419,419,Chamber 3,Stage A,419,61.9,511.6,3.801,3.735,3.668,5.119,92.17,86.67,222.01,18.76,40.82,8.85,1931.9,True
W3_0420,420,Chamber 3,Stage B,420,62.0,506.8,2.385,2.355,2.331,3.204,65.67,59.45,163.88,16.11,31.73,8.65,865.5,True
W3_0421,421,Chamber 3,Stage A,421,62.1,500.6,3.838,3.783,3.654,5.088,91.78,85.93,217.94,19.06,41.38,8.32,1934.7,True
W3_0422,422,Chamber 3,Stage A,422,62.2,500.3,3.767,3.7,3.698,5.117,91.02,86.48,219.39,18.86,40.41,8.22,1926.5,True
W3_0423,423,Chamber 3,Stage A,423,62.3,505.2,3.801,3.703,3.602,5.174,92.19,86.11,220.85,18.85,40.01,8.4,1921.0,True
W3_0424,424,Chamber 3,Stage B,424,62.4,500.1,2.401,2.36,2.304,3.189,65.01,59.47,159.75,16.19,31.67,8.75,846.0,True
W3_0425,425,Chamber 3,Stage A,425,62.5,503.7,3.831,3.744,3.723,5.19,92.08,86.27,219.6,19.05,41.38,8.33,1929.6,True
W3_0426,426,Chamber 3,Stage A,426,62.6,499.2,3.825,3.68,3.655,5.122,92.45,86.41,222.64,18.73,40.51,8.33,1883.7,True
W3_0427,427,Chamber 3,Stage A,427,62.7,488.2,3.784,3.778,3.657,5.138,91.85,86.64,220.72,18.71,40.19,8.44,1924.8,True
W3_0428,428,Chamber 3,Stage B,428,62.8,496.8,2.396,2.37,2.314,3.204,65.26,59.65,159.96,16.3,31.72,8.6,861.0,True
W3_0429,429,Chamber 3,Stage A,429,62.9,494.8,3.846,3.758,3.682,5.14,92.32,86.09,217.58,18.93,40.84,8.55,1904.4,True
W3_0430,430,Chamber 3,Stage A,430,63.0,485.3,3.761,3.768,3.641,5.142,92.22,86.24,217.18,18.83,40.33,8.62,1890.0,True
W3_0431,431,Chamber 3,Stage A,431,63.1,487.9,3.852,3.769,3.662,5.119,91.92,86.3,223.52,18.6,40.61,8.41,1895.1,True
W3_0432,432,Chamber 3,Stage B,432,63.2,488.4,2.353,2.385,2.33,3.211,65.51,60.58,159.77,16.31,32.46,8.43,883.1,True
W3_0433,433,Chamber 3,Stage A,433,63.3,496.2,3.785,3.726,3.679,5.03,91.88,86.55,218.98,18.97,40.91,8.73,1888.5,True
W3_0434,434,Chamber 3,Stage A,434,63.4,490.7,3.856,3.728,3.63,5.136,92.1,85.5,220.16,18.79,39.99,8.7,1878.0,True
W3_0435,435,Chamber 3,Stage A,435,63.5,489.7,3.779,3.737,3.639,5.115,91.75,86.28,221.7,18.73,39.97,8.49,1875.9,True
W3_0436,436,Chamber 3,Stage B,436,63.6,483.8,2.353,2.285,2.282,3.276,64.58,59.61,161.9,16.07,31.93,8.57,824.5,True
W3_0437,437,Chamber 3,Stage A,437,63.7,491.2,3.76,3.66,3.635,5.177,92.1,86.34,215.97,18.96,40.04,8.55,1860.5,True
W3_0438,438,Chamber 3,Stage A,438,63.8,474.7,3.735,3.765,3.636,5.049,91.79,86.11,222.07,19.1,40.49,8.76,1875.1,True
W3_0439,439,Chamber 3,Stage A,439,63.9,475.1,3.794,3.703,3.649,5.094,91.59,86.19,221.26,18.94,40.68,8.47,1877.4,True
W3_0440,440,Chamber 3,Stage B,440,64.0,474.3,2.403,2.276,2.305,3.149,64.51,59.47,157.91,16.11,31.8,8.42,803.5,True
W3_0441,441,Chamber 3,Stage A,441,64.1,480.0,3.81,3.714,3.646,5.14,92.31,85.37,219.51,19.04,41.05,8.73,1891.8,True
W3_0442,442,Chamber 3,Stage A,442,64.2,475.6,3.796,3.695,3.64,5.285,91.37,85.81,217.17,18.47,39.73,8.52,1861.5,True
W3_0443,443,Chamber 3,Stage A,443,64.3,470.0,3.788,3.72,3.643,5.139,91.98,86.31,222.47,18.66,40.47,8.38,1836.6,True
W3_0444,444,Chamber 3,Stage B,444,64.4,468.2,2.415,2.33,2.287,3.202,64.65,60.28,157.64,16.18,31.18,8.46,832.0,True
W3_0445,445,Chamber 3,Stage A,445,64.5,470.6,3.755,3.702,3.671,5.259,91.21,85.92,220.82,18.9,40.2,8.41,1838.2,True
W3_0446,446,Chamber 3,Stage A,446,64.6,467.4,3.78,3.713,3.676,5.079,92.03,85.27,217.82,18.75,39.72,8.56,1843.8,True
W3_0447,447,Chamber 3,Stage A,447,64.7,464.3,3.806,3.737,3.685,5.146,92.62,86.36,218.95,18.94,40.43,8.69,1894.2,True
W3_0448,448,Chamber 3,Stage B,448,64.8,467.6,2.455,2.385,2.32,3.189,64.93,60.03,161.39,16.25,31.94,8.6,839.0,True
W3_0449,449,Chamber 3,Stage A,449,64.9,462.5,3.739,3.768,3.647,5.18,92.15,86.14,221.11,18.68,40.47,8.62,1854.5,True
W3_0450,450,Chamber 3,Stage A,450,65.0,453.3,3.83,3.738,3.636,5.175,91.73,86.7,219.83,18.73,39.94,8.27,1891.1,True
